totalAmount,paymentType,itemsCount,totalQuantity,averageItemPrice,discountPercent,orderHour,fraud
199.95168256316217,CASH,5,6,33.3252804271937,3.4161606394940547,18,0
11040.187351726556,CASH,15,67,164.7789156974113,51.628166435851725,3,1
1228.2825172017249,CARD,3,3,409.4275057339083,10.524609651288845,16,0
2025.2902295111226,CARD,5,3,675.0967431703742,9.265670772505434,2,0
13396.322583836918,CASH,24,55,243.5695015243076,0.0,0,1
2999.9626793103293,CARD,1,1,2999.9626793103293,13.481679318931377,20,0
9333.519400002137,CASH,17,37,252.2572810811388,0.0,14,1
2296.698040579326,CASH,4,8,287.08725507241576,9.356243361098567,8,0
1974.5906487239263,CASH,1,7,282.0843783891323,15.72882246363535,14,0
1668.5212627268506,CARD,4,10,166.85212627268507,14.168103262060189,1,0
1486.4291000153562,UPI,5,9,165.15878889059513,9.314773064423408,6,0
1289.0549126890219,CARD,5,9,143.22832363211353,7.710876369684094,7,0
1976.0895460449278,CARD,1,5,395.2179092089856,1.6076407052600716,16,0
336.6491429730279,UPI,5,1,336.6491429730279,1.8639995203540094,7,0
1734.7238167370379,CASH,3,3,578.2412722456793,6.609758676157251,10,0
2666.1821323941294,UPI,3,6,444.3636887323549,6.445496988437755,7,0
1872.5317129580815,CARD,3,1,1872.5317129580815,19.791713267678432,8,0
436.5517172702798,CASH,3,7,62.3645310386114,18.70452752599466,18,0
2768.7666322832947,CASH,3,2,1384.3833161416474,14.430077894805926,17,0
14583.173123466098,CASH,23,46,317.0255026840456,41.19544113829309,0,1
2418.990057232441,CARD,5,8,302.3737571540551,14.55031175504476,9,0
2705.019325683681,UPI,5,3,901.673108561227,13.817381883641335,18,0
1919.4336680369108,CASH,1,5,383.88673360738215,2.192202482440604,2,0
1212.8949464130205,UPI,5,8,151.61186830162757,4.232921128420751,18,0
2902.613618696144,CARD,5,6,483.76893644935734,12.239749142880799,5,0
2757.3228668692777,CASH,5,1,2757.3228668692777,7.753563007715387,14,0
1541.739101134416,UPI,1,5,308.3478202268832,8.676510542857434,21,0
8714.374320059114,CASH,13,61,142.85859541080515,0.0,4,1
1929.6800691300302,CARD,2,6,321.61334485500504,16.833732582848494,1,0
876.7394523427043,CARD,2,2,438.36972617135217,15.9072756572518,3,0
847.5898120153433,CASH,2,9,94.1766457794826,1.8589084559309543,19,0
11089.684624262587,CASH,18,66,168.02552461003918,59.50814534549821,8,1
2642.389030115844,CARD,1,4,660.597257528961,15.752917367917584,4,0
483.85333104151783,CASH,5,5,96.77066620830357,3.985277713419688,21,0
6795.921627412203,CASH,16,57,119.22669521775794,53.43084300152412,22,1
159.82416743284963,CASH,1,2,79.91208371642482,18.477965839697294,11,0
1787.1217537839134,CASH,3,8,223.39021922298917,19.81822468814443,15,0
10600.400261235125,CASH,14,76,139.47895080572533,0.0,10,1
289.18311139127786,CARD,5,9,32.131456821253096,4.558024082711032,11,0
995.2872524317287,UPI,3,7,142.18389320453267,18.278946746304737,9,0
1424.8019480405203,UPI,3,5,284.96038960810404,1.2665117504229406,13,0
1883.4687149606823,CARD,4,8,235.4335893700853,3.2022032062019923,11,0
7694.211440295787,CASH,24,34,226.30033647928784,0.0,1,1
407.741067399914,CARD,3,5,81.5482134799828,6.80531969177204,9,0
513.9535923571098,UPI,1,1,513.9535923571098,8.562390415858633,1,0
2199.736854063986,CASH,5,6,366.6228090106643,9.88813541491269,8,0
623.7618333008372,UPI,2,3,207.92061110027907,2.840325437371074,1,0
537.985285445993,CARD,3,1,537.985285445993,14.191625983539911,15,0
367.66442600617086,CASH,5,1,367.66442600617086,0.5666440543343887,21,0
422.01204218969116,CASH,5,7,60.287434598527305,11.29596347734263,19,0
2490.138515447595,CARD,2,6,415.0230859079325,4.3665733063738665,14,0
787.7293891447689,UPI,5,8,98.46617364309611,19.633262238760537,16,0
2646.589664380155,CASH,2,3,882.1965547933851,5.253147967793752,1,0
2944.915774294007,CARD,3,3,981.6385914313356,5.494002463687931,20,0
10420.860768143626,CASH,16,60,173.68101280239378,0.0,0,1
448.41937794666165,CASH,5,8,56.05242224333271,14.699613131785467,6,0
14694.609938408777,CASH,24,59,249.06118539675893,0.0,19,1
1689.4118868989578,CASH,3,6,281.56864781649296,7.572046463006481,14,0
1525.1913838082462,CARD,3,5,305.03827676164923,19.980444444065213,14,0
1829.0728470778893,UPI,4,8,228.63410588473616,19.432203358970238,5,0
1461.2939673628707,CASH,1,10,146.12939673628708,1.5274292059337768,2,0
571.9077526418309,CARD,4,1,571.9077526418309,3.4406457508645993,21,0
1864.6416277471806,CASH,3,6,310.7736046245301,9.20770942506561,9,0
2356.9470857066726,UPI,1,2,1178.4735428533363,19.97361755839069,9,0
203.98801105952208,CARD,4,9,22.66533456216912,5.486704438694416,2,0
1736.6255661109578,CARD,2,8,217.07819576386973,14.099087444852278,10,0
2025.3793888577893,UPI,4,4,506.3448472144473,12.551110383441655,8,0
2146.5695653819566,CARD,3,3,715.5231884606522,16.215406693612476,22,0
2295.8376683415036,CARD,2,2,1147.9188341707518,3.8243064769146984,21,0
14292.467202007207,CASH,21,60,238.20778670012012,0.0,23,1
1795.6148540129334,UPI,5,3,598.5382846709778,4.2960676618048215,2,0
1000.3727859999397,UPI,1,7,142.91039799999137,12.608427191349005,11,0
11031.04757521479,CASH,14,74,149.06821047587556,45.5070688888082,13,1
7914.952032827678,CASH,17,71,111.47819764546024,52.460884265616784,6,1
1803.7079069588624,CASH,4,9,200.41198966209583,6.914100483769889,11,0
1164.418106228062,CARD,1,4,291.1045265570155,5.151412167761151,22,0
2462.386529365959,UPI,5,6,410.3977548943265,11.627220899154725,9,0
2745.2588459039357,CARD,5,2,1372.6294229519679,2.955762976014058,17,0
2135.0542702607568,CARD,5,7,305.00775289439383,13.611553521576973,5,0
2210.4211624502127,UPI,2,8,276.3026453062766,4.159199203266497,12,0
1401.1601502407862,CASH,4,6,233.5266917067977,4.580342925383725,6,0
459.4561986065301,CARD,5,4,114.86404965163253,10.742579540987595,18,0
12191.39816025848,CASH,14,52,234.4499646203554,0.0,1,1
1368.0852895883581,CASH,3,1,1368.0852895883581,19.87102869953192,22,0
13460.503604531075,CASH,22,31,434.2097936945508,44.24793539181049,4,1
1694.368818265766,CASH,2,1,1694.368818265766,4.305727382173514,13,0
1601.6423778293704,UPI,2,4,400.4105944573426,17.02053078623139,4,0
2283.333228980475,CASH,3,9,253.70369210894165,1.1620289935532169,22,0
2323.5543068198867,CASH,4,3,774.5181022732955,16.69206546242122,8,0
338.45736463620676,CASH,5,7,48.35105209088668,12.97168244932166,1,0
598.2496705520198,CARD,4,6,99.70827842533663,4.978597331862589,8,0
2040.6196981908513,CARD,2,1,2040.6196981908513,19.36056145611095,8,0
9328.768869983382,CASH,20,34,274.3755549995112,42.42699798948182,1,1
6240.771283592408,CASH,12,34,183.5520965762473,65.19390202812815,8,1
1538.9530147397018,UPI,1,1,1538.9530147397018,18.4359780280269,17,0
1424.5518784141461,CARD,4,4,356.13796960353653,17.944080032024022,19,0
2607.621569696399,CASH,2,4,651.9053924240998,2.0625931367536543,10,0
11887.735647004309,CASH,24,50,237.75471294008616,41.57527933260941,0,1
470.9313266632415,CARD,5,6,78.48855444387358,9.877893864874254,19,0
914.9251229397437,CASH,2,8,114.36564036746796,0.122758355959669,21,0
2164.0289120117236,CARD,3,3,721.3429706705746,19.286062271908573,17,0
2109.1020368619666,CASH,4,6,351.5170061436611,19.223817341607557,9,0
2826.2226752614565,CASH,3,2,1413.1113376307283,11.72529516609815,7,0
1072.2365053394594,CASH,3,1,1072.2365053394594,4.188948258215905,13,0
10009.43770226961,CASH,12,54,185.35995744943722,66.15909281817393,21,1
1076.6579860562952,CASH,5,7,153.80828372232787,15.208024333679468,23,0
2319.5943199154644,CARD,1,9,257.7327022128294,15.961232862935697,3,0
1446.4772868477837,CARD,4,10,144.64772868477837,3.2128595513163716,1,0
1945.7812272040198,CASH,5,8,243.22265340050248,15.056233004620763,10,0
1755.0534909843752,UPI,4,9,195.00594344270837,2.1241206751236086,1,0
2036.3905356230493,CARD,5,4,509.09763390576234,2.634908246055372,8,0
6675.16808844644,CASH,17,43,155.23646717317303,59.48544492914903,1,1
2435.5827637896464,CASH,1,7,347.94039482709235,15.458456366964102,19,0
7907.8458800381395,CASH,14,51,155.0558015693753,42.08023539866996,1,1
2247.8737745574804,UPI,3,8,280.98422181968505,6.8561903169637155,18,0
6573.00467967265,CASH,24,57,115.31587157320439,0.0,0,1
5377.836874363757,CASH,14,52,103.41993989161071,0.0,0,1
1353.908589770494,UPI,5,3,451.30286325683136,8.15042682270966,7,0
9444.897107350487,CASH,14,45,209.8866023855664,43.437592745160025,13,1
1100.1805385807854,CASH,4,5,220.0361077161571,6.829510120139215,14,0
1149.7793295840795,CASH,2,2,574.8896647920398,7.4096306131308864,5,0
1668.4264220952864,CARD,5,1,1668.4264220952864,1.7320577215129673,17,0
2468.5475450496688,UPI,5,4,617.1368862624172,2.639948147002118,21,0
2256.014538047434,UPI,5,3,752.0048460158114,2.5500931085462697,23,0
5667.198121110405,CASH,22,42,134.93328859786678,0.0,4,1
2794.6608186300564,CARD,5,4,698.6652046575141,2.255377024217089,2,0
2539.0009738505773,UPI,3,10,253.90009738505773,8.744868289392132,8,0
1566.319508420754,UPI,5,3,522.106502806918,14.43299314209616,22,0
2952.50193837437,UPI,5,4,738.1254845935925,2.036956310934095,15,0
2986.8070079064382,UPI,5,1,2986.8070079064382,4.9879719489698315,17,0
2783.720133769209,UPI,4,10,278.3720133769209,14.130921345603017,15,0
1607.3780371443524,UPI,2,5,321.4756074288705,19.25885486420632,10,0
251.1795152869139,UPI,2,1,251.1795152869139,11.672817557168003,19,0
12122.405143676806,CASH,18,46,263.5305466016697,0.0,12,1
1517.4872906058508,CARD,4,5,303.49745812117015,16.015794679745664,21,0
2830.2053367095164,CASH,5,9,314.4672596343907,11.650547929339412,14,0
2716.170489425184,CARD,4,8,339.521311178148,12.127141474179945,8,0
557.5964881329887,CARD,3,1,557.5964881329887,18.424994002600418,7,0
2375.3001377595083,CASH,1,1,2375.3001377595083,1.9918598096992124,14,0
2997.1081047250605,UPI,3,9,333.01201163611785,7.419868987270317,2,0
7680.622521961033,CASH,12,76,101.06082265738202,0.0,1,1
455.92472011564865,CASH,3,5,91.18494402312973,0.20198770510717168,20,0
2421.217108934765,CASH,2,5,484.243421786953,7.42349234271704,15,0
6913.227132546349,CASH,22,69,100.19169757313549,59.4416152140778,2,1
2144.5442639677785,UPI,5,8,268.0680329959723,10.002456071321417,8,0
2649.2626529557915,UPI,5,1,2649.2626529557915,15.317156993410794,13,0
1442.7103911498757,UPI,4,7,206.10148444998225,18.134149419072717,11,0
920.8919676079857,CASH,4,2,460.4459838039929,2.5975501762721187,15,0
10449.535230757985,CASH,23,60,174.15892051263307,0.0,0,1
1942.1730337225924,UPI,4,2,971.0865168612962,8.94651636828958,5,0
2437.7161940978513,CASH,1,4,609.4290485244628,0.748277005605491,10,0
1389.9951552941939,UPI,3,3,463.331718431398,18.65159668957919,10,0
103.27366104200858,CARD,1,9,11.474851226889843,13.737424669537958,15,0
1313.857777454018,UPI,3,8,164.23222218175226,19.292529240044956,15,0
1895.9038702321473,UPI,1,9,210.65598558134968,5.819434452071595,0,0
807.406283966539,CARD,1,10,80.7406283966539,6.063438019756619,23,0
1786.5988105024007,CASH,2,6,297.7664684170668,0.8267259623866496,13,0
1187.8931133635374,CASH,3,4,296.97327834088435,13.966606534134595,19,0
2924.667903087486,UPI,3,8,365.58348788593577,11.682154853183892,1,0
289.2716906530136,UPI,2,2,144.6358453265068,17.031938078089475,10,0
5871.722379795644,CASH,15,44,133.44823590444645,0.0,7,1
1063.7395894854872,CASH,1,1,1063.7395894854872,18.933079867752177,15,0
7810.3539063886365,CASH,24,47,166.17774268911992,0.0,17,1
2692.080155082467,UPI,5,2,1346.0400775412336,8.075805054015701,14,0
1475.0469169549842,UPI,4,2,737.5234584774921,6.610933376706052,5,0
2777.9637686760866,CARD,2,4,694.4909421690217,18.219324847176782,12,0
1912.9841380448001,CASH,1,4,478.24603451120004,6.999126298379865,4,0
735.3618052042397,CASH,2,10,73.53618052042397,16.556641131521207,14,0
1051.9441747813692,CASH,4,10,105.19441747813691,18.688670538495323,7,0
2695.844384816153,UPI,2,8,336.9805481020191,9.116200005526043,5,0
11535.878077437315,CASH,20,52,221.84380918148685,0.0,2,1
8746.724971222575,CASH,22,35,249.90642774921642,62.19548424574409,4,1
224.69119256312155,CASH,1,1,224.69119256312155,15.410351206348134,0,0
1020.3695484983557,UPI,3,10,102.03695484983557,17.49189940939008,3,0
903.6296241590713,CARD,2,7,129.08994630843875,14.674925550450308,19,0
2800.1275961959373,CARD,1,1,2800.1275961959373,2.8332964194528887,19,0
11175.664070776122,CASH,14,77,145.1384944256639,0.0,5,1
328.9888847473827,CASH,5,1,328.9888847473827,7.797628126731151,15,0
1197.2739099908679,CARD,3,5,239.4547819981736,5.556063534536044,8,0
852.6279295308184,CARD,2,6,142.10465492180307,13.92942273651401,7,0
2968.851000133249,UPI,1,2,1484.4255000666244,3.285707815330019,5,0
6159.768299808506,CASH,18,47,131.05889999592566,0.0,2,1
10987.453594951749,CASH,20,51,215.44026656768133,43.72412727269213,2,1
1727.5736699555705,UPI,2,3,575.8578899851901,10.511398991553309,22,0
1198.1194809332267,CARD,1,9,133.1243867703585,19.451703272148293,19,0
2077.7686450486335,CARD,3,6,346.2947741747723,18.08460161142904,21,0
2085.1580621077524,CARD,4,5,417.03161242155045,3.3642627594383057,8,0
10892.313282365109,CASH,23,47,231.75134643330017,46.61498533939829,3,1
320.34259091934814,CASH,5,8,40.04282386491852,2.3374310163636935,12,0
2079.1973940883636,CARD,3,10,207.91973940883636,8.243626263680405,17,0
606.0806414010899,UPI,5,8,75.76008017513624,2.0866364545928673,17,0
1533.7026741500865,CARD,2,7,219.10038202144094,18.472618656162336,6,0
2876.8273731795543,CASH,2,4,719.2068432948886,10.509495736070269,11,0
935.8093099215735,CASH,1,4,233.95232748039336,3.934481680262485,9,0
1694.9297734664094,CARD,5,3,564.9765911554698,12.838938998335275,11,0
787.3071498057175,CARD,1,4,196.82678745142937,15.503253705780642,3,0
2090.0874689723796,CARD,4,2,1045.0437344861898,4.8537106393225375,17,0
2564.831584123032,CARD,2,7,366.404512017576,1.1008200552361092,5,0
1819.2897280721352,CARD,5,2,909.6448640360676,8.501121199551369,13,0
2586.0874153918608,CASH,1,7,369.44105934169437,17.61431450559028,2,0
692.630959867446,CASH,4,10,69.2630959867446,18.791386772893418,18,0
1636.8487412084314,CARD,2,1,1636.8487412084314,2.0128562325747557,6,0
2386.074877233336,CASH,4,1,2386.074877233336,8.63754912667909,14,0
1517.905124983553,CARD,1,4,379.47628124588823,1.6715464259136015,19,0
2410.832162169716,UPI,2,9,267.87024024107956,15.956038243938533,20,0
13017.641666326093,CASH,18,77,169.06028138085836,0.0,2,1
7525.461231380062,CASH,23,74,101.69542204567651,62.91305679274642,3,1
13673.12743400671,CASH,22,44,310.75289622742525,48.684973836312054,2,1
1178.4555018095039,CARD,4,10,117.84555018095038,6.565038257178344,6,0
1388.4500159276354,CASH,1,9,154.2722239919595,12.054671964040299,21,0
2196.7595971697156,CARD,2,10,219.67595971697156,13.309721531872988,22,0
2993.8348557503327,UPI,4,1,2993.8348557503327,0.2318321468014295,0,0
1855.3648130566987,CARD,5,7,265.052116150957,11.840688722247656,12,0
465.77248571116655,CASH,2,5,93.15449714223331,7.536759977048419,19,0
1709.284999214062,UPI,2,9,189.9205554682291,12.377681572765812,6,0
2346.0785460524157,CASH,2,9,260.675394005824,8.550514315884133,8,0
813.4204078449163,CARD,4,3,271.14013594830544,14.101246207845238,21,0
1823.501381938696,UPI,4,5,364.7002763877392,8.508998596966945,21,0
640.1655113344176,CASH,5,1,640.1655113344176,7.609808042275105,15,0
8813.04593517383,CASH,14,68,129.6036166937328,63.72239983535197,4,1
2690.227726933158,UPI,3,9,298.914191881462,7.045556136843376,2,0
2505.6300242696666,UPI,4,4,626.4075060674166,4.439878497922947,19,0
7412.273134654108,CASH,18,61,121.51267433859194,0.0,0,1
9283.40887862193,CASH,24,34,273.0414376065274,50.297139425896276,5,1
1709.1059199912977,CASH,5,8,213.6382399989122,15.603942431647974,23,0
1640.7084140238608,UPI,1,8,205.0885517529826,18.60628073109504,6,0
514.6867768667037,UPI,3,2,257.34338843335183,5.72278410968845,18,0
10740.150980115775,CASH,22,74,145.13717540696993,0.0,13,1
280.61010374452394,CASH,3,6,46.768350624087326,0.6488765020454168,8,0
2237.4491367302194,CASH,3,9,248.60545963669105,8.400761783246423,14,0
12922.942345987027,CASH,13,39,331.3574960509494,0.0,22,1
1287.749500150449,CARD,3,7,183.964214307207,18.5516240922422,14,0
13736.991348679718,CASH,24,68,202.01457865705467,47.64498564154042,0,1
12153.30340104667,CASH,15,63,192.9095777943916,55.93153928281023,3,1
919.2475056772233,CASH,3,3,306.4158352257411,3.2688565740667275,17,0
1658.4576354413075,CARD,3,7,236.92251934875821,17.84082489802691,16,0
819.839373425859,UPI,3,9,91.09326371398433,3.705396577111404,6,0
12254.49921184982,CASH,14,43,284.9883537639493,0.0,0,1
2848.1347336975773,CASH,5,3,949.3782445658591,18.48679707044656,0,0
841.3149763020533,CASH,3,2,420.65748815102666,18.03408796918803,22,0
764.6659441624892,CARD,3,5,152.93318883249782,16.313547707721263,18,0
988.0540017924338,CARD,3,7,141.1505716846334,3.681914729932765,19,0
2079.891195683429,CARD,2,6,346.6485326139048,16.485630750414742,23,0
321.77649834721177,CARD,4,7,45.96807119245882,11.022549080864682,21,0
1478.3389849577698,CASH,2,8,184.79237311972122,15.96600526664538,14,0
1689.590906372207,CARD,5,4,422.39772659305174,10.153796919910345,20,0
291.55740148856137,CASH,2,7,41.65105735550877,17.582979606993668,13,0
1720.3696824661647,CASH,5,1,1720.3696824661647,0.8746032777764801,20,0
12465.995692286006,CASH,17,35,356.1713054938859,64.61986824837511,2,1
1811.9233278059626,CASH,3,9,201.3248142006625,0.7799763043055785,12,0
2370.4402817484233,CASH,2,7,338.63432596406045,5.313078055250582,11,0
5817.3759480686185,CASH,14,67,86.82650668759132,66.388036382347,14,1
912.8745696403583,UPI,5,4,228.2186424100896,13.243012371712254,4,0
2952.0278670823773,CARD,1,10,295.20278670823774,6.8868516331450085,3,0
2272.9421426446256,CASH,3,8,284.1177678305782,0.43139205274160153,12,0
541.2270090604068,UPI,1,10,54.12270090604068,15.16907288944932,7,0
595.52274276674,UPI,5,9,66.16919364074889,8.307201264327315,8,0
1266.6740107734668,UPI,5,1,1266.6740107734668,7.568689416342382,3,0
1680.3661812174173,CARD,1,3,560.1220604058058,19.031824912070938,13,0
1374.3931700218793,UPI,4,7,196.34188143169703,7.291549089437925,18,0
5931.748654357143,CASH,20,40,148.29371635892858,0.0,3,1
1909.0298411522913,CASH,2,9,212.11442679469903,6.878808563531269,14,0
197.5634639949306,UPI,5,4,49.39086599873265,3.466751130086856,20,0
8417.545905502078,CASH,12,72,116.91035979863997,41.30731787899055,0,1
1526.14747136378,CASH,1,7,218.02106733768284,13.05018883846213,4,0
6361.083579733763,CASH,24,78,81.5523535863303,54.12629502616782,23,1
1428.7139537853918,CASH,1,2,714.3569768926959,15.860038478976286,21,0
238.7689852711368,UPI,3,9,26.529887252348534,16.829866694586517,4,0
1892.155501794398,CASH,2,7,270.30792882777115,10.76150065013299,8,0
2392.0486774073875,CASH,4,2,1196.0243387036937,3.182251756564334,6,0
7284.70574418868,CASH,16,55,132.4491953488851,49.733805000423985,10,1
2074.883481055831,UPI,2,4,518.7208702639577,4.56688713629676,11,0
1938.3785453358103,CASH,2,6,323.0630908893017,11.849232650098836,1,0
754.8255634785435,CARD,2,6,125.80426057975724,16.741454792863756,2,0
1260.8180573986997,CARD,5,6,210.13634289978327,15.366318595520704,7,0
2308.9974146931145,UPI,3,2,1154.4987073465572,6.925096794379764,6,0
1877.4730530731997,UPI,4,2,938.7365265365999,16.49929478102261,14,0
1639.9729058140279,CARD,1,6,273.3288176356713,12.083617382421874,15,0
791.1987902019713,CASH,1,4,197.79969755049282,2.992777746747328,19,0
387.8873603098858,UPI,1,9,43.09859558998731,0.12019122936681281,21,0
791.6081178004722,UPI,5,4,197.90202945011805,17.557467456869887,16,0
2151.262589848247,CARD,3,9,239.0291766498052,14.448950588736786,3,0
2696.264983547779,UPI,1,8,337.0331229434724,16.45094837674985,18,0
724.2847299996213,UPI,2,4,181.07118249990532,2.9231816700275592,22,0
1004.6434934065555,CARD,3,4,251.16087335163888,15.995110993224056,17,0
1634.2412961830196,CASH,1,10,163.42412961830195,12.666095302631653,14,0
1176.574912496954,CASH,3,2,588.287456248477,9.998184006871497,1,0
360.30167148305566,CASH,1,10,36.030167148305566,1.4205249141310383,7,0
2350.430348167979,CARD,5,1,2350.430348167979,1.9713819682768552,4,0
113.77526647099585,CARD,3,10,11.377526647099584,4.341767030671959,3,0
2493.2039537807545,UPI,1,10,249.32039537807546,7.13895535941409,1,0
1460.8892086490869,CASH,2,7,208.698458378441,8.427826308734721,16,0
2241.8700517687325,UPI,5,4,560.4675129421831,14.539874014054355,6,0
14781.188646628407,CASH,22,33,447.9148074735881,0.0,3,1
763.6894650212176,UPI,4,8,95.4611831276522,7.12392804512268,12,0
2954.8783896126697,CASH,2,1,2954.8783896126697,8.26834046316735,8,0
679.115384132809,CARD,5,10,67.91153841328091,14.853402663819535,20,0
199.91018681542343,CARD,1,9,22.212242979491492,4.854701806780087,6,0
1765.9318001038803,CARD,2,6,294.32196668398007,2.4280245272267242,11,0
9833.55166166403,CASH,15,76,129.3888376534741,52.846235792671436,8,1
2420.545854825375,CARD,1,3,806.848618275125,12.177431456289895,19,0
1865.6002236793151,CARD,1,4,466.4000559198288,5.471670794586396,16,0
9334.03916607826,CASH,13,53,176.1139465297785,47.42183742050305,15,1
1848.50597452697,UPI,4,6,308.08432908782834,17.405362062555692,16,0
2144.1067950612514,CASH,4,3,714.7022650204171,6.4797081224578275,23,0
2468.9586257839774,CARD,4,8,308.61982822299717,15.760027340915936,17,0
1409.7939623842315,UPI,3,4,352.44849059605787,3.346869254409679,23,0
1414.5926927986231,UPI,3,3,471.53089759954105,12.581440683148,13,0
1235.2938578090072,CARD,3,9,137.25487308988968,4.528692086636557,7,0
2181.6346624954376,CARD,3,6,363.60577708257296,6.6803207813459515,14,0
1755.248741738461,CASH,3,3,585.0829139128203,0.5957760169325388,19,0
13477.079632804089,CASH,16,34,396.3846950824732,61.311766852588434,4,1
2592.9553877873923,CASH,2,2,1296.4776938936961,0.5971091931722738,14,0
1228.8667630872812,CARD,4,6,204.81112718121355,14.902113916709002,9,0
13939.562791629769,CASH,23,48,290.4075581589535,61.26902597360978,21,1
2147.6072004762277,CARD,2,6,357.93453341270464,3.4739094025705874,15,0
2158.9377140262136,CASH,5,6,359.82295233770225,2.762978026253584,19,0
638.3623963648897,CARD,1,7,91.1946280521271,18.35977549616796,19,0
8848.267787207182,CASH,15,45,196.62817304904848,54.30685512129708,20,1
2721.608478485067,UPI,2,5,544.3216956970134,16.264946120043273,23,0
11613.828206720893,CASH,13,63,184.3464794717602,0.0,14,1
604.3730398463842,UPI,2,5,120.87460796927685,0.5354392152640064,12,0
8464.525292902239,CASH,12,30,282.1508430967413,0.0,4,1
2558.261278400202,CARD,1,8,319.7826598000253,15.795100940240827,0,0
2072.6525056546916,CASH,4,3,690.8841685515639,8.084487203447658,19,0
1032.8909055922006,CARD,3,5,206.5781811184401,13.561813153885069,11,0
841.6931993316467,CASH,1,2,420.84659966582336,4.714026194027305,23,0
294.89806205294104,CASH,4,8,36.86225775661763,3.6451707193791427,11,0
650.1724840675284,CARD,5,7,92.88178343821835,12.421172555195447,23,0
909.391209118049,CASH,2,9,101.04346767978322,4.099356937376815,7,0
670.7129826342334,UPI,1,4,167.67824565855835,1.0984797400086355,0,0
6283.901987391637,CASH,23,37,169.8351888484226,0.0,5,1
2459.0593622119914,CASH,1,1,2459.0593622119914,5.72352488479265,6,0
586.4328783553437,UPI,4,6,97.73881305922396,6.157904387525919,17,0
2077.341854271258,UPI,5,5,415.4683708542516,17.012583705766183,0,0
1687.6093102064212,CARD,1,5,337.52186204128424,19.540290916423576,9,0
11423.57515363612,CASH,21,32,356.98672355112876,40.081036526331616,3,1
2477.9847424175464,CASH,4,1,2477.9847424175464,13.972615298490412,1,0
